Date,Days on Market (DOM),Property_Type,Price,Address,Zip_Code
2022-01-22T02:58:40.727Z,321,Apartment,3990,"770 Boylston St, # 78016, Boston, MA 02199",02199
2022-08-27T03:06:54.401Z,104,Apartment,4089,"3611 Washington St, # 2319, Boston, MA 02130",02130
2022-10-07T03:25:02.371Z,63,Apartment,2965,"390 Blue Ledge Dr, # 300770, Boston, MA 02131",02131
2022-11-18T03:27:03.376Z,21,Condo,3330,"1 Park Ln, Unit 208, Boston, MA 02210",02210
2022-01-12T02:49:09.558Z,331,Apartment,2606,"4 Lucy St, Apt 227, Boston, MA 02125",02125
2022-11-17T03:18:45.954Z,22,Apartment,2795,"111 Kilsyth Rd, # 111-05, Boston, MA 02135",02135
2022-12-08T03:38:33.060Z,0,Apartment,2572,"3686 Washington St, Apt 2506, Boston, MA 02130",02130
2020-11-02T02:54:51.644Z,767,Apartment,3880,"45 Stuart St, Apt 1807, Boston, MA 02116",02116
2022-09-25T03:15:55.428Z,75,Apartment,2797,"25 William T Morrissey Blvd, Unit 1340, Boston, MA 02125",02125
2022-12-02T09:03:46.000Z,6,Apartment,6863,"345 Harrison Ave, Apt 706, Boston, MA 02118",02118
2022-03-03T03:18:40.044Z,281,Apartment,4572,"250 First Ave, # 01-0312, Boston, MA 02129",02129
2021-10-27T02:38:21.896Z,408,Apartment,2730,"1 Emerson Pl, # 1022, Boston, MA 02114",02114
2022-11-19T03:30:06.275Z,20,Apartment,2600,"24 Oyster Bay Rd, # 370306, Boston, MA 02125",02125
2022-11-27T03:34:57.531Z,12,Apartment,2148,"88 Brandywyne Dr, # 20152, Boston, MA 02128",02128
2021-02-11T03:40:45.143Z,665,Single Family,3200,"1234 Blue Hill Ave, Boston, MA 02126",02126
2022-11-09T09:02:32.000Z,29,Apartment,6502,"25 Northern Ave, Unit 1610, Boston, MA 02210",02210
2022-10-13T03:34:43.177Z,57,Apartment,4577,"899 Congress St, Apt 829, Boston, MA 02210",02210
2022-11-01T22:02:05.000Z,37,Apartment,3535,"505 Congress St, Unit 409, Boston, MA 02210",02210
2021-12-18T03:14:27.892Z,356,Apartment,2843,"126 Border St, Unit 209, Boston, MA 02128",02128
2022-12-03T03:20:36.773Z,6,Apartment,2250,"117 Park Dr, Apt 10E, Boston, MA 02215",02215
2022-09-06T22:02:21.000Z,93,Apartment,4611,"345 Harrison Ave, Apt 625, Boston, MA 02118",02118
2022-11-01T22:02:05.000Z,37,Apartment,4595,"50 Malden St, Apt 623, Boston, MA 02118",02118
2022-10-25T21:56:37.000Z,44,Apartment,6077,"100 Pier 4 Blvd, Unit 2211, Boston, MA 02210",02210
2022-11-19T03:30:22.710Z,20,Apartment,7430,"77 Exeter St, # 001-2201, Boston, MA 02116",02116
2022-10-03T08:49:22.000Z,66,Apartment,3149,"345 Harrison Ave, Apt 1071, Boston, MA 02118",02118
2021-10-27T02:34:03.430Z,408,Apartment,3520,"501 Congress St, Ph 210, Boston, MA 02210",02210
2022-09-03T03:13:31.770Z,97,Apartment,4873,"1335 Boylston St, Apt 709, Boston, MA 02215",02215
2021-10-28T02:42:57.511Z,407,Apartment,3380,"75 Saint Alphonsus St, Apt 1105, Boston, MA 02120",02120
2021-11-16T02:44:21.307Z,388,Apartment,3840,"3611 Washington St, # 1201, Boston, MA 02130",02130
2022-05-08T02:38:01.600Z,215,Apartment,2432,"25 William T Morrissey Blvd, Unit 1534, Boston, MA 02125",02125
2021-10-27T02:49:52.999Z,408,Apartment,3640,"501 Congress St, Apt 812, Boston, MA 02210",02210
2021-10-27T02:38:21.882Z,408,Apartment,4797,"771 Beacon St, # B2-1107, Boston, MA 02215",02215
2022-07-09T02:46:53.764Z,153,Apartment,4701,"10 New St, Apt 1314, Boston, MA 02128",02128
2022-08-21T03:12:40.122Z,110,Apartment,2850,"40 E Pier Pe Dr, # 2-2417, Boston, MA 02128",02128
2022-11-24T03:34:12.589Z,15,Apartment,2775,"161 S Huntington Ave, Apt 113, Boston, MA 02130",02130
2022-10-21T03:27:54.730Z,49,Apartment,2600,"383 Commonwealth Ave, # 4M, Boston, MA 02115",02115
2022-11-18T03:27:03.375Z,21,Condo,3314,"1 Devonshire Pl, Apt 910M, Boston, MA 02109",02109
2022-12-07T03:24:05.297Z,2,Apartment,3750,"224 Hanover St, Apt 20M, Boston, MA 02113",02113
2021-12-19T02:38:59.363Z,355,Apartment,4880,"1 Emerson Pl, # 1016, Boston, MA 02114",02114
2022-03-25T02:00:01.461Z,259,Apartment,4857,"120 Kingston St, Unit 910, Boston, MA 02111",02111
2022-08-10T03:10:55.514Z,121,Apartment,3175,"201 S Huntington Ave, # 221-305, Boston, MA 02130",02130
2022-09-09T03:07:20.131Z,91,Apartment,3486,"126 Border St, Unit 436, Boston, MA 02128",02128
2022-02-26T02:29:38.623Z,286,Apartment,2800,"1 Schrepel Pl, Apt 4, Boston, MA 02127",02127
2022-08-19T03:14:13.155Z,112,Condo,4520,"200 Brookline Ave, Unit 1410M, Boston, MA 02215",02215
2022-10-13T03:28:08.604Z,57,Apartment,4210,"1 Nashua St, Apt 2814, Boston, MA 02114",02114
2022-11-26T03:30:05.356Z,13,Apartment,2900,"166 Saint Botolph St, Apt 9J, Boston, MA 02115",02115
2022-11-01T22:02:05.000Z,37,Apartment,3849,"180 Brookline Ave, Unit 250, Boston, MA 02215",02215
2021-11-21T02:53:25.705Z,383,Apartment,4105,"770 Boylston St, # 7707, Boston, MA 02199",02199
2022-11-30T09:03:25.000Z,8,Apartment,2994,"345 Harrison Ave, Apt 1029, Boston, MA 02118",02118
2022-11-26T03:30:05.356Z,13,Apartment,5855,"110 Beverly St, Apt 913, Boston, MA 02114",02114
2022-12-05T03:33:02.075Z,4,Condo,2400,"1088 Boylston St, Apt 2M, Boston, MA 02215",02215
2022-10-10T03:32:52.797Z,60,Apartment,2556,"4 Lucy St, Apt 339, Boston, MA 02125",02125
2022-11-21T09:03:17.000Z,17,Apartment,6366,"200 Brookline Ave, Unit 814, Boston, MA 02215",02215
2022-06-07T03:00:49.155Z,185,Apartment,3753,"345 Harrison Ave, Apt 1138H, Boston, MA 02118",02118
2022-10-15T03:28:03.306Z,55,Apartment,4723,"120 Kingston St, Unit 1905, Boston, MA 02111",02111
2022-12-07T19:55:13.000Z,1,Apartment,3865,"660 Washington St, Apt 26I, Boston, MA 02111",02111
2022-10-29T09:03:59.000Z,40,Apartment,4186,"180 Brookline Ave, Unit 244, Boston, MA 02215",02215
2022-09-03T03:11:57.639Z,97,Apartment,2676,"125 Guest St, Apt 529, Boston, MA 02135",02135
2022-12-03T03:23:09.729Z,6,Apartment,2850,"44A Joy St, # 8M, Boston, MA 02114",02114
2021-12-05T02:15:11.966Z,369,Apartment,3774,"180 Brookline Ave, Unit 933, Boston, MA 02215",02215
2022-11-07T03:34:50.845Z,32,Apartment,3437,"4 Lucy St, # D653, Boston, MA 02125",02125
2022-11-26T03:30:05.356Z,13,Apartment,2817,"50 W Broadway, Apt 203, Boston, MA 02127",02127
2022-07-11T03:00:49.173Z,151,Apartment,30000,"100 Charles Park Rd, Boston, MA 02132",02132
2022-09-09T03:07:20.132Z,91,Apartment,2616,"126 Border St, Unit 325, Boston, MA 02128",02128
2022-10-13T03:30:34.314Z,57,Apartment,5972,"3611 Washington St, # 2417, Boston, MA 02130",02130
2022-11-04T03:38:05.490Z,35,Apartment,2995,"399 Congress St, Apt 423, Boston, MA 02210",02210
2022-08-05T08:52:36.620Z,125,Condo,4770,"30 Dalton St, Apt 510M, Boston, MA 02115",02115
2022-10-06T03:24:01.805Z,64,Apartment,4423,"3686 Washington St, # 3404, Boston, MA 02130",02130
2022-10-13T03:28:08.595Z,57,Apartment,4089,"3611 Washington St, # 2521, Boston, MA 02130",02130
2022-06-13T03:03:52.831Z,179,Apartment,3226,"4 Lucy St, Apt 553, Boston, MA 02125",02125
2022-10-11T03:25:02.786Z,59,Apartment,2250,"15 Bismarck St, # 785-012, Boston, MA 02126",02126
2021-10-28T02:55:58.138Z,407,Apartment,2817,"25 William T Morrissey Blvd, Unit 1225, Boston, MA 02125",02125
2022-01-28T02:50:51.191Z,315,Apartment,3514,"120 Kingston St, Unit 2103, Boston, MA 02111",02111
2022-04-06T03:16:09.607Z,247,Apartment,3395,"77 Exeter St, Apt 1803, Boston, MA 02116",02116
2022-11-22T23:04:19.000Z,16,Apartment,3550,"22 Hancock St, Apt 101, Boston, MA 02114",02114
2022-08-05T03:34:53.603Z,126,Condo,4380,"77 Exeter St, # 303M, Boston, MA 02116",02116
2022-09-24T03:15:05.491Z,76,Apartment,3751,"411 D St, Unit 208, Boston, MA 02210",02210
2022-09-07T03:06:33.631Z,93,Apartment,3900,"1235 Vfw Pkwy, Apt 221, Boston, MA 02132",02132
2021-10-27T02:34:03.426Z,408,Apartment,4235,"501 Congress St, Ph 112, Boston, MA 02210",02210
2022-08-05T08:56:01.049Z,125,Condo,4455,"135 Clarendon St, Apt 6U-M, Boston, MA 02116",02116
2022-09-15T03:02:23.883Z,85,Apartment,4958,"3686 Washington St, Apt 2225, Boston, MA 02130",02130
2022-04-08T03:01:48.660Z,245,Apartment,3745,"770 Boylston St, # 7802, Boston, MA 02199",02199
2022-09-10T03:08:23.429Z,90,Apartment,3395,"24 Oyster Bay Rd, # 240502, Boston, MA 02125",02125
2022-10-07T03:26:33.955Z,63,Apartment,3636,"50 Causeway St, Apt 1208B, Boston, MA 02114",02114
2022-11-07T03:31:40.229Z,32,Apartment,5726,"4 Lucy St, Apt 613, Boston, MA 02125",02125
2022-06-19T03:05:41.097Z,173,Apartment,3620,"501 Congress St, Apt 1518, Boston, MA 02210",02210
2022-11-09T09:02:32.000Z,29,Apartment,4072,"85 Seaport Blvd, Ph 1713, Boston, MA 02210",02210
2022-09-25T03:15:55.434Z,75,Apartment,3006,"10 New St, Apt 1511, Boston, MA 02128",02128
2022-12-05T03:33:02.103Z,4,Apartment,5300,"110 Chester St, Apt 1M, Boston, MA 02134",02134
2020-12-19T02:54:03.793Z,720,Apartment,2900,"320 D St, Unit 231, Boston, MA 02127",02127
2022-06-07T03:00:49.153Z,185,Apartment,3670,"300 Harrison Ave, Unit 546H, Boston, MA 02118",02118
2022-09-13T15:15:53.000Z,86,Apartment,2600,"38 King St, Apt 2, Boston, MA 02122",02122
2022-10-21T03:27:54.731Z,49,Apartment,2600,"383 Commonwealth Ave, Apt 4P, Boston, MA 02115",02115
2022-04-03T03:09:48.277Z,250,Apartment,1796,"232 Seaver St, Apt 6, Boston, MA 02121",02121
2022-10-10T03:31:30.661Z,60,Apartment,3100,"403 Dorchester St, # 3B, Boston, MA 02127",02127
2022-07-20T02:58:55.968Z,142,Apartment,4163,"899 Congress St, Apt 702, Boston, MA 02210",02210
2022-11-19T03:30:22.702Z,20,Apartment,2906,"10 New St, Apt 807, Boston, MA 02128",02128
2022-08-05T07:46:23.046Z,125,Apartment,3491,"40 E Pier Pe Dr, # 1-434, Boston, MA 02128",02128
2022-10-25T19:04:35.000Z,44,Apartment,6448,"100 Pier 4 Blvd, Unit 516, Boston, MA 02210",02210
2022-11-21T09:03:17.000Z,17,Apartment,3900,"505 Congress St, Unit 711, Boston, MA 02210",02210
2022-06-18T09:02:53.000Z,173,Apartment,3348,"75 Saint Alphonsus St, Apt 1611, Boston, MA 02120",02120
2022-11-06T03:27:29.060Z,33,Apartment,4000,"40 Boylston St, Apt 305D, Boston, MA 02116",02116
2022-11-07T03:30:57.993Z,32,Apartment,2900,"64 N Margin St, Apt 5RR, Boston, MA 02113",02113
2022-09-18T03:12:47.541Z,82,Apartment,5116,"30 Dalton St, Apt 1805B, Boston, MA 02115",02115
2022-11-02T09:02:14.000Z,36,Apartment,4248,"200 Brookline Ave, Unit 1403, Boston, MA 02215",02215
2022-11-11T09:02:08.000Z,27,Apartment,4418,"200 Brookline Ave, Unit 1607, Boston, MA 02215",02215
2022-08-19T03:14:13.156Z,112,Condo,5097,"7 Harcourt St, # 40106, Boston, MA 02116",02116
2022-09-23T20:43:55.000Z,76,Apartment,2400,"501 Warren St, Apt 4, Boston, MA 02121",02121
2022-11-16T03:34:49.726Z,23,Condo,5017,"85 Seaport Blvd, Ph 1717M, Boston, MA 02210",02210
2022-07-20T03:26:58.916Z,142,Apartment,3407,"120 Kingston St, Unit 2312, Boston, MA 02111",02111
2021-10-28T02:19:06.050Z,407,Apartment,3904,"1335 Boylston St, Apt 505, Boston, MA 02215",02215
2022-08-19T03:14:13.160Z,112,Condo,2999,"250 1st Ave, # 10505, Boston, MA 02129",02129
2022-10-06T03:24:01.814Z,64,Apartment,4190,"1 Nashua St, Apt 2514, Boston, MA 02114",02114
2021-10-28T02:19:10.600Z,407,Apartment,3580,"1 India St, Apt 08A, Boston, MA 02109",02109
2022-09-10T09:04:04.000Z,89,Apartment,3867,"5 Fan Pier Blvd, Unit 1015, Boston, MA 02210",02210
2022-08-19T03:14:13.162Z,112,Condo,3301,"50 Causeway St, Apt 1005M, Boston, MA 02114",02114
2022-09-22T03:17:24.263Z,78,Apartment,6000,"505 Congress St, Unit 914M, Boston, MA 02210",02210
2022-09-18T03:12:47.540Z,82,Apartment,4797,"7 Harcourt St, # 40102, Boston, MA 02116",02116
2022-11-04T03:38:52.498Z,34,Apartment,3425,"399 Congress St, Apt 1316, Boston, MA 02210",02210
2022-11-18T03:28:11.130Z,21,Apartment,4558,"771 Beacon St, # B1-702, Boston, MA 02215",02215
2022-09-25T03:15:50.885Z,75,Apartment,5013,"131 Seaport Blvd, Apt 1908, Boston, MA 02210",02210
2022-10-07T03:26:33.954Z,63,Apartment,4055,"250 1st Ave, # 10715B, Boston, MA 02129",02129
2022-08-19T03:14:13.163Z,112,Condo,5225,"45 Stuart St, Apt 2303M, Boston, MA 02116",02116
2022-12-01T03:36:15.272Z,8,Apartment,4665,"110 Beverly St, Apt 716, Boston, MA 02114",02114
2022-12-03T03:18:32.647Z,6,Apartment,4300,"45 Stuart St, # 001-1003, Boston, MA 02116",02116
2021-12-03T01:38:14.417Z,371,Apartment,3105,"72 Staniford St, # 2002, Boston, MA 02114",02114
2022-06-07T03:00:49.155Z,185,Apartment,3233,"300 Harrison Ave, Unit 330H, Boston, MA 02118",02118
2022-11-16T03:31:13.836Z,23,Apartment,4230,"45 Stuart St, # 001-1911, Boston, MA 02116",02116
2022-08-05T06:31:39.445Z,125,Condo,5393,"300 Harrison Ave, Unit 1502, Boston, MA 02118",02118
2022-06-14T03:18:15.774Z,178,Apartment,3108,"125 Guest St, Apt 501, Boston, MA 02135",02135
2022-12-01T03:34:48.418Z,8,Apartment,4400,"1 Parker Hill Ter, Apt 2M, Boston, MA 02120",02120
2022-10-12T03:28:42.843Z,58,Condo,3450,"791 Tremont St, # 227M, Boston, MA 02118",02118
2022-11-05T22:02:38.000Z,33,Apartment,5055,"315 A St, Unit 1809, Boston, MA 02210",02210
2022-08-05T08:29:27.561Z,125,Apartment,2449,"3686 Washington St, # 1508, Boston, MA 02130",02130
2021-10-28T02:19:10.657Z,407,Apartment,3700,"1505 Commonwealth Ave, Unit 208, Boston, MA 02135",02135
2022-01-23T00:35:59.358Z,320,Apartment,3915,"24 Oyster Bay Rd, # 170078, Boston, MA 02125",02125
2022-08-03T21:15:04.000Z,127,Condo,3638,"99 Kneeland St, Apt 404, Boston, MA 02111",02111
2022-11-10T03:25:28.243Z,29,Apartment,3086,"30 Caldwell St, Unit 131, Boston, MA 02129",02129
2021-11-20T02:39:40.217Z,384,Apartment,3535,"101 S Huntington Ave, Unit 1402, Boston, MA 02130",02130
2022-10-08T03:19:14.457Z,62,Apartment,2342,"25 William T Morrissey Blvd, Unit 1419, Boston, MA 02125",02125
2022-12-03T03:18:32.625Z,6,Apartment,1555,"103 Ninth St, Apt 221, Boston, MA 02129",02129
2022-12-05T03:33:58.546Z,4,Apartment,6000,"16 Sewall St, Apt 3M, Boston, MA 02120",02120
2022-10-31T03:30:41.152Z,39,Apartment,4455,"45 Stuart St, # 001-3007, Boston, MA 02116",02116
2022-12-02T03:23:41.064Z,7,Apartment,7000,"8 Sunset St, Apt 1M, Boston, MA 02120",02120
2022-07-08T02:44:54.464Z,154,Apartment,3429,"1220 Adams St, # 20311, Boston, MA 02124",02124
2022-10-01T03:13:25.023Z,69,Apartment,4825,"315 A St, Unit 1401B, Boston, MA 02210",02210
2022-12-05T03:33:58.553Z,4,Apartment,2800,"72 Staniford St, # 1515, Boston, MA 02114",02114
2022-07-21T03:18:03.336Z,141,Apartment,3070,"72 Staniford St, # 1509, Boston, MA 02114",02114
2022-10-11T03:25:02.798Z,59,Apartment,3597,"4 Lucy St, Apt 411, Boston, MA 02125",02125
2022-10-16T03:33:21.317Z,54,Apartment,2378,"32 Cambridge St, Apt 1319, Boston, MA 02129",02129
2022-11-18T09:03:47.000Z,20,Apartment,4175,"5 Fan Pier Blvd, Unit 1925, Boston, MA 02210",02210
2022-09-15T22:02:06.000Z,84,Apartment,4133,"200 Brookline Ave, Unit 1413, Boston, MA 02215",02215
2022-11-18T09:03:47.000Z,20,Apartment,4566,"25 Northern Ave, Unit 2018, Boston, MA 02210",02210
2022-06-07T03:00:49.152Z,185,Apartment,3179,"345 Harrison Ave, Apt 339H, Boston, MA 02118",02118
2022-09-04T22:02:23.000Z,95,Apartment,3640,"200 Brookline Ave, Unit 406, Boston, MA 02215",02215
2022-06-17T02:50:09.189Z,175,Apartment,4086,"250 First Ave, # 01-0516, Boston, MA 02129",02129
2022-07-09T02:46:53.769Z,153,Apartment,5133,"501 Congress St, Apt 619, Boston, MA 02210",02210
2022-10-07T03:21:59.028Z,63,Apartment,6250,"399 Congress St, Apt 1034, Boston, MA 02210",02210
2020-10-01T02:02:48.782Z,799,Apartment,1000,"3148 Washington St, Boston, MA 02130",02130
2022-11-11T09:02:08.000Z,27,Apartment,4035,"100 Pier 4 Blvd, Unit 213, Boston, MA 02210",02210
2021-10-27T02:55:45.447Z,408,Apartment,3130,"72 Staniford St, # 1802, Boston, MA 02114",02114
2022-10-23T09:03:18.000Z,46,Apartment,5485,"505 Congress St, Unit 1801, Boston, MA 02210",02210
2022-11-11T22:02:10.000Z,27,Apartment,3049,"345 Harrison Ave, Ph 27, Boston, MA 02118",02118
2022-01-15T01:12:25.739Z,328,Apartment,3731,"250 First Ave, # 01-0212, Boston, MA 02129",02129
2022-08-19T03:14:13.157Z,112,Condo,3850,"7 Harcourt St, # 30107, Boston, MA 02116",02116
2022-10-28T03:27:40.498Z,42,Apartment,5044,"120 Kingston St, Unit 1407, Boston, MA 02111",02111
2022-11-05T22:02:38.000Z,33,Apartment,3860,"505 Congress St, Unit 1909, Boston, MA 02210",02210
2022-11-29T20:02:27.000Z,9,Apartment,2849,"345 Harrison Ave, Apt 472, Boston, MA 02118",02118
2021-10-29T02:49:56.307Z,406,Apartment,6200,"399 Congress St, Apt 1502, Boston, MA 02210",02210
2022-07-04T03:11:11.805Z,158,Apartment,4967,"1335 Boylston St, Apt 1012, Boston, MA 02215",02215
2022-09-03T03:11:57.624Z,97,Apartment,5363,"501 Congress St, Apt 919, Boston, MA 02210",02210
2022-05-21T03:11:37.634Z,202,Apartment,3785,"770 Boylston St, # 77012, Boston, MA 02199",02199
2022-10-06T03:24:01.795Z,64,Apartment,4463,"401 Mount Vernon St, # 375-213, Boston, MA 02125",02125
2021-10-28T02:19:06.037Z,407,Apartment,3552,"18 Haviland St, # 21514, Boston, MA 02115",02115
2022-11-11T09:02:08.000Z,27,Apartment,3540,"505 Congress St, Unit 712, Boston, MA 02210",02210
2022-11-20T03:26:23.203Z,19,Apartment,2746,"125 Guest St, Apt 703, Boston, MA 02135",02135
2022-08-13T08:19:37.000Z,117,Apartment,4712,"1 Nashua St, Apt 3801, Boston, MA 02114",02114
2022-05-08T02:40:15.877Z,215,Apartment,4198,"899 Congress St, Apt 808, Boston, MA 02210",02210
2022-11-10T09:01:44.000Z,28,Apartment,2700,"49 Worthington St, Apt 33, Boston, MA 02120",02120
2021-12-07T02:31:21.957Z,367,Apartment,4110,"161 S Huntington Ave, Apt 212, Boston, MA 02130",02130
2022-09-12T03:18:04.864Z,88,Apartment,3160,"72 Staniford St, # 1815, Boston, MA 02114",02114
2022-06-11T03:00:32.525Z,181,Apartment,4030,"770 Boylston St, # 77018, Boston, MA 02199",02199
2022-09-06T22:02:21.000Z,93,Apartment,3400,"50 Malden St, Apt 616, Boston, MA 02118",02118
2022-09-13T09:03:21.000Z,86,Apartment,4380,"50 Malden St, Apt 725, Boston, MA 02118",02118
2022-11-26T03:31:48.686Z,13,Apartment,3407,"250 First Ave, # 01-0514, Boston, MA 02129",02129
2021-10-27T02:34:03.433Z,408,Apartment,4200,"320 D St, Unit 422, Boston, MA 02127",02127
2021-11-29T02:32:32.877Z,375,Apartment,4874,"120 Kingston St, Unit 1010, Boston, MA 02111",02111
2022-10-01T03:17:48.450Z,69,Apartment,3930,"790 Boylston St, # 79014, Boston, MA 02199",02199
2022-11-26T03:35:10.646Z,13,Apartment,4250,"399 Congress St, Apt 1725, Boston, MA 02210",02210
2022-11-16T03:33:25.361Z,23,Apartment,3225,"660 Washington St, Apt 08K, Boston, MA 02111",02111
2022-12-01T09:03:13.000Z,7,Apartment,8111,"25 Northern Ave, Unit 1402, Boston, MA 02210",02210
2022-09-06T22:02:21.000Z,93,Apartment,3570,"200 Brookline Ave, Unit 609, Boston, MA 02215",02215
2022-07-15T02:55:35.976Z,147,Apartment,5225,"899 Congress St, Apt 305, Boston, MA 02210",02210
2022-08-06T09:13:28.590Z,124,Apartment,3499,"30 Caldwell St, Unit 308, Boston, MA 02129",02129
2022-09-28T09:03:20.000Z,71,Apartment,3900,"5 Fan Pier Blvd, Unit 605, Boston, MA 02210",02210
2022-11-11T09:02:08.000Z,27,Apartment,7390,"100 Pier 4 Blvd, Unit 1018, Boston, MA 02210",02210
2022-05-21T03:11:37.614Z,202,Apartment,5945,"399 Congress St, Apt 233, Boston, MA 02210",02210
2022-08-18T03:11:20.502Z,113,Apartment,2772,"3686 Washington St, # 1301, Boston, MA 02130",02130
2022-10-07T03:26:33.958Z,63,Apartment,6685,"135 Clarendon St, # 3CB, Boston, MA 02116",02116
2022-09-10T03:08:32.817Z,90,Apartment,2249,"3686 Washington St, # 1608, Boston, MA 02130",02130
2021-10-27T02:32:38.529Z,408,Apartment,2566,"4 Lucy St, Apt 637, Boston, MA 02125",02125
2022-11-07T22:02:22.000Z,31,Apartment,4123,"315 A St, Unit 1406, Boston, MA 02210",02210
2022-11-05T09:03:27.000Z,33,Apartment,4048,"200 Brookline Ave, Unit 612, Boston, MA 02215",02215
2022-11-18T03:27:03.405Z,21,Condo,5778,"5 Fan Pier Blvd, Unit 2014M, Boston, MA 02210",02210
2022-11-18T03:29:49.839Z,21,Apartment,3406,"771 Beacon St, # B2-1218, Boston, MA 02215",02215
2022-11-03T03:30:15.183Z,36,Apartment,5149,"40 E Pier Pe Dr, # 2-3421, Boston, MA 02128",02128
2022-11-18T03:29:49.842Z,21,Apartment,3227,"771 Beacon St, # B2-904, Boston, MA 02215",02215
2022-03-05T02:39:48.025Z,279,Apartment,3595,"24 Oyster Bay Rd, # 100706, Boston, MA 02125",02125
2022-03-25T02:51:18.659Z,259,Apartment,4174,"180 Brookline Ave, # 1602, Boston, MA 02215",02215
2022-09-19T02:48:43.908Z,81,Apartment,4275,"45 Stuart St, Apt 1903, Boston, MA 02116",02116
2022-11-03T22:02:58.000Z,35,Apartment,3540,"315 A St, Unit 1507, Boston, MA 02210",02210
2022-11-16T03:31:13.832Z,23,Apartment,3000,"8 Winter St, Unit 602L, Boston, MA 02108",02108
2022-11-07T22:02:22.000Z,31,Apartment,7298,"660 Washington St, Apt 13F, Boston, MA 02111",02111
2022-10-28T03:26:32.516Z,42,Apartment,3424,"120 Kingston St, Unit 1403, Boston, MA 02111",02111
2022-11-02T21:55:42.000Z,36,Apartment,3630,"5 Fan Pier Blvd, Unit 1122, Boston, MA 02210",02210
2022-11-11T09:02:08.000Z,27,Apartment,4468,"200 Brookline Ave, Unit 1707, Boston, MA 02215",02215
2022-10-06T03:25:19.196Z,64,Apartment,2835,"401 Mount Vernon St, # 401-925, Boston, MA 02125",02125
2021-11-07T02:31:43.305Z,397,Apartment,3346,"101 S Huntington Ave, Unit 104, Boston, MA 02130",02130
2022-05-27T03:18:17.323Z,196,Apartment,3457,"1235 Vfw Pkwy, Apt 205, Boston, MA 02132",02132
2022-06-19T03:05:41.091Z,173,Apartment,2875,"161 S Huntington Ave, Apt 505, Boston, MA 02130",02130
2022-11-23T20:11:45.000Z,15,Apartment,4375,"4 Emerson Pl, Apt 1014, Boston, MA 02114",02114
2022-09-11T03:05:42.241Z,89,Apartment,12180,"131 Seaport Blvd, Apt 1916, Boston, MA 02210",02210
2022-11-11T09:02:08.000Z,27,Apartment,7428,"100 Pier 4 Blvd, Unit 1818, Boston, MA 02210",02210
2022-09-15T22:02:06.000Z,84,Apartment,3334,"345 Harrison Ave, Ph 20, Boston, MA 02118",02118
2022-11-19T03:26:51.133Z,20,Apartment,3096,"1220 Adams St, Apt 411, Boston, MA 02124",02124
2022-12-01T09:03:13.000Z,7,Apartment,3209,"25 Northern Ave, Unit 1212, Boston, MA 02210",02210
2022-05-08T03:25:44.680Z,215,Apartment,4910,"1 Emerson Pl, # 1012, Boston, MA 02114",02114
2022-09-10T22:01:43.000Z,89,Apartment,3890,"660 Washington St, Apt 27K, Boston, MA 02111",02111
2022-11-05T22:02:38.000Z,33,Apartment,3795,"315 A St, Unit 1805, Boston, MA 02210",02210
2021-10-27T02:49:53.007Z,408,Apartment,2778,"4 Emerson Ast Pl, Apt 810, Boston, MA 02114",02114
2022-11-04T03:38:05.449Z,34,Apartment,3910,"24 Oyster Bay Rd, # 260306, Boston, MA 02125",02125
2021-10-30T02:35:19.462Z,405,Apartment,3030,"1 Emerson Pl, # 115, Boston, MA 02114",02114
2022-11-13T03:28:15.703Z,26,Apartment,11740,"770 Boylston St, # 78027, Boston, MA 02199",02199
2022-10-06T03:24:01.814Z,64,Apartment,3280,"1 Nashua St, Apt 2311, Boston, MA 02114",02114
2022-11-19T03:30:22.710Z,20,Apartment,3055,"4 Emerson Ves Pl, Apt 408, Boston, MA 02114",02114
2022-04-14T03:13:05.862Z,239,Apartment,4334,"1235 Vfw Pkwy, Apt 307, Boston, MA 02132",02132
2022-12-01T03:34:50.569Z,8,Apartment,4500,"21 Saint Lukes Rd, Apt 2M, Boston, MA 02134",02134
2022-08-27T03:06:54.402Z,104,Apartment,2891,"4 Lucy St, Apt 640, Boston, MA 02125",02125
2022-06-10T03:05:00.559Z,182,Apartment,4404,"771 Beacon St, # B2-1215, Boston, MA 02215",02215
2022-11-24T09:22:56.000Z,14,Apartment,3295,"75 Saint Alphonsus St, Apt 405, Boston, MA 02120",02120
2022-09-09T03:07:15.473Z,91,Apartment,3595,"1 Nashua St, Apt 808, Boston, MA 02114",02114
2022-10-29T03:16:46.784Z,41,Apartment,3878,"1330 Boylston St, Unit 717, Boston, MA 02215",02215
2022-11-04T03:38:05.487Z,34,Apartment,5795,"399 Congress St, Apt 1517, Boston, MA 02210",02210
2022-12-05T03:33:58.542Z,4,Apartment,6000,"16 Sewall St, Apt 2M, Boston, MA 02120",02120
2022-02-04T02:27:16.557Z,308,Apartment,3882,"180 Brookline Ave, Unit 1408, Boston, MA 02215",02215
2022-05-13T03:04:53.458Z,210,Apartment,5103,"501 Congress St, Apt 819, Boston, MA 02210",02210
2021-10-27T02:32:31.493Z,408,Apartment,5359,"75 W School St, Apt 314, Boston, MA 02129",02129
2022-08-21T03:11:34.217Z,110,Apartment,5677,"1335 Boylston St, Apt 1001, Boston, MA 02215",02215
